transaction_id,transaction_date,county,suburb,sales_channel,payment_method,sku,product_name,supplier_id,supplier_name,stock_on_hand_before,quantity_sold,stock_on_hand_after,stockout_flag,reorder_point,reorder_qty,supplier_lead_time_days,supplier_on_time_rate,unit_cost_kes,unit_price_kes,vat_rate,discount_kes,gross_sales_kes,vat_kes,net_sales_kes,note,branch_code
995e6dfc,30/04/2025,Nairobi,Donholm,KIOSK ,15-DAY CREDIT,MILK-500ML,Fresh Milk 500ml,SUP-001,Unga Suppliers Ltd,133,8,125,0,65,332,5,0.97,69.38,77.66,0.16,0.0,621.28,99.4,720.68,,NRB01
f68bd8e5,28-Feb-2025,Machakos,,Hotel/Restaurant  ,30-day Credit,SODA-500ML,Soda 500ml,SUP-005,Kiambu Fresh Foods,218,10,208,0,58,121,3,0.844,53.09,61.41,0.0,0.0,614.05,0.0,614.05,,NRB-01
7d663b46,2025-02-03,Nairobi,Kasarani,WHOLESALER  ,bank transfer,JUICE-1L,Mango Juice 1L,SUP-002,Juja Foods Distributors,131,13,118,0,33,333,7,0.961,185.15,214.55,0.16,0.0,2789.2,446.27,3235.47,,NRB01
3d8e66fa,2025-02-06,Kiambu,Eastleigh,SCHOOL/CBO,bank transfer,BREAD-800G,Brown Bread 800g,SUP-003,Coastal Agro Traders,171,11,160,0,47,324,2,0.75,90.09,110.51,0.0,0.0,1215.65,0.0,1215.65,,NRB01
d33d7129,03-Mar-2025,Nairobi,CBD,wholesaler  ,M-Pesa,SALT-1KG,Iodized Salt 1kg,SUP-005,Kiambu Fresh Foods,162,13,149,0,67,290,2,0.943,42.84,49.78,0.16,12.69,647.2,103.55,738.07,,NRB-01
37ef0e95,2025-06-10,Machakos,CBD,KIOSK,M-Pesa,MILK-500ML,Fresh Milk 500ml,SUP-003,Coastal Agro Traders,258,11,247,0,48,334,6,0.915,59.94,68.66,0.0,12.31,755.29,0.0,742.98,,KBU-01
ded2b358,2025-06-02,Kajiado,Ruiru,hotel/restaurant,cash,SOAP-1PC,Laundry Soap 1pc,SUP-002,Juja Foods Distributors,135,4,131,0,57,387,4,0.81,73.72,88.03,0.16,3.39,352.1,56.34,405.05,,MKS-01
1b1f600e,2025-05-24,Nairobi,Lang'ata,supermarket ,bank transfer,TEA-250G,Black Tea 250g,SUP-005,Kiambu Fresh Foods,337,3,334,0,77,103,8,0.805,235.49,290.56,0.16,0.0,871.67,139.47,1011.13,,NRB01
79624ea6,2025-04-14,Machakos,Industrial Area,Hotel/Restaurant,M-Pesa,SOAP-1PC,Laundry Soap 1pc,SUP-002,Juja Foods Distributors,91,9,82,0,74,134,5,0.955,80.05,97.68,0.16,0.0,879.08,140.65,1019.73,,NRB-02
79c6fdd6,18-Apr-2025,Machakos,Westlands,School/CBO ,BANK TRANSFER,TEA-250G,Black Tea 250g,SUP-002,Juja Foods Distributors,272,8,264,0,36,100,6,0.996,212.69,259.83,0.08,0.0,2078.68,166.29,2244.97,,KBU-01
1fa22c0e,26-Apr-2025,Kajiado,Ruiru,Kiosk ,15-day credit,BEANS-2KG,Rosecoco Beans 2kg,SUP-004,Rift Valley Wholesale,233,6,227,0,79,254,3,0.917,449.59,512.13,0.0,4.55,3072.8,0.0,3068.25,,NRB01
77d32f24,05-22-2025,Kiambu,,Hotel/Restaurant,Cash,MF-2KG,Maize Flour 2kg,SUP-004,Rift Valley Wholesale,139,9,130,0,48,256,4,0.828,205.41,245.71,0.16,0.0,2211.36,353.82,2565.17,,KJD-01
d63cd02d,06-18-2025,Kajiado,Industrial Area,wholesaler,Bank Transfer,EGGS-30,Eggs Tray 30s,SUP-004,Rift Valley Wholesale,171,7,164,0,68,227,4,0.906,551.52,632.73,0.0,8.44,4429.1,0.0,4420.66,,NRB01
24c0fa8d,01-Apr-2025,Machakos,Eastleigh,Supermarket ,30-day credit,BREAD-800G,Brown Bread 800g,SUP-002,Juja Foods Distributors,136,6,130,0,71,176,1,0.836,83.32,103.08,0.0,8.77,618.49,0.0,609.72,,nrb-03
1982e17f,07-22-2025,Machakos,Donholm,KIOSK ,bank transfer,JUICE-1L,Mango Juice 1L,SUP-002,Juja Foods Distributors,238,9,229,0,70,293,3,0.852,191.9,228.61,0.16,3.23,2057.51,329.2,2383.48,,NRB01
58680f2d,05-29-2025,Kajiado,Ruiru,hotel/restaurant  ,15-DAY CREDIT,LENT-1KG,Red Lentils 1kg,SUP-005,Kiambu Fresh Foods,175,8,167,0,78,240,5,0.938,378.49,421.59,0.0,13.0,3372.69,0.0,3359.69,,MKS-01
1c87cbac,2025-07-28,Kajiado,CBD,wholesaler  ,30-DAY CREDIT,BREAD-800G,Brown Bread 800g,SUP-005,Kiambu Fresh Foods,52,10,42,0,35,342,4,0.88,82.95,100.91,0.16,18.51,1009.12,161.46,1152.07,,nrb-03
83327b5b,26-Feb-2025,Machakos,Industrial Area,SCHOOL/CBO,m-pesa,DETER-1KG,Detergent 1kg,SUP-004,Rift Valley Wholesale,186,9,177,0,48,124,1,0.936,363.67,443.99,0.08,18.01,3995.95,319.68,4297.62,,nrb-03
af886b45,04-Mar-2025,Nairobi,Lang'ata,WHOLESALER  ,M-Pesa,JUICE-1L,Mango Juice 1L,SUP-002,Juja Foods Distributors,215,9,206,0,78,115,9,0.792,193.41,213.18,0.08,0.0,1918.65,153.49,2072.14,,KJD-01
de805404,2025-06-19,Machakos,Industrial Area,supermarket,Bank Transfer,MF-2KG,Maize Flour 2kg,SUP-005,Kiambu Fresh Foods,192,10,182,0,62,194,6,0.87,219.33,265.57,0.0,13.97,2655.69,0.0,2641.72,,KJD-01
15ced300,04/07/2025,Kajiado,Westlands,Wholesaler,Cash,SALT-1KG,Iodized Salt 1kg,SUP-001,Unga Suppliers Ltd,233,12,221,0,39,214,2,0.878,41.74,50.93,0.08,0.0,611.18,48.89,660.08,,NRB-01
600756bc,05-17-2025,Kiambu,Westlands,Supermarket  ,bank transfer,SUGAR-2KG,Brown Sugar 2kg,SUP-002,Juja Foods Distributors,219,10,209,0,61,222,3,0.952,338.24,403.97,0.08,0.0,4039.71,323.18,4362.89,,NRB01
aaddb227,03-29-2025,Kiambu,Ruiru,supermarket ,30-DAY CREDIT,JUICE-1L,Mango Juice 1L,SUP-003,Coastal Agro Traders,157,11,146,0,76,188,6,0.82,181.47,N/A,0.08,2.76,2408.02,192.64,2597.9,check stock variance,NRB-02
361f7cd3,21/07/2025,Machakos,Donholm,hotel/restaurant  ,m-pesa,EGGS-30,Eggs Tray 30s,SUP-002,Juja Foods Distributors,208,11,197,0,58,167,4,0.821,509.71,588.45,0.08,0.0,6472.93,517.83,6990.76,,NRB-01
d4c5c4c7,05/07/2025,Kiambu,Westlands,SCHOOL/CBO,M-Pesa,LENT-1KG,Red Lentils 1kg,SUP-005,Kiambu Fresh Foods,233,6,227,0,58,367,4,0.858,331.59,372.36,0.08,6.67,2234.14,178.73,2406.21,,nrb-03
dfd9b0e4,25-Apr-2025,Kiambu,Lang'ata,Wholesaler,CASH,LENT-1KG,Red Lentils 1kg,SUP-005,Kiambu Fresh Foods,228,5,223,0,45,366,7,0.999,344.49,397.06,0.0,0.0,1985.32,0.0,1985.32,,NRB-02
c3923e67,2025-05-27,Machakos,CBD,School/CBO,30-day Credit,LENT-1KG,Red Lentils 1kg,SUP-002,Juja Foods Distributors,170,-6,176,0,55,211,5,0.911,363.33,420.34,0.08,5.96,-2522.06,0.0,-2528.02,,NRB-01
12710fb6,04-05-2025,Kiambu,Eastleigh,WHOLESALER,cash,SUGAR-2KG,Brown Sugar 2kg,SUP-004,Rift Valley Wholesale,224,8,216,0,34,185,7,0.933,333.37,389.3,0.0,0.0,3114.4,0.0,3114.4,,NRB-01
98383f51,2025-06-04,Kajiado,CBD,WHOLESALER  ,15-day Credit,DETER-1KG,Detergent 1kg,SUP-004,Rift Valley Wholesale,153,11,142,0,46,234,7,0.934,335.84,419.61,0.08,8.88,4615.68,369.25,4976.05,,MKS-01
e943c36c,2025-06-01,Machakos,CBD,WHOLESALER ,m-pesa,SPICE-50G,Mixed Spices 50g,SUP-005,,293,4,289,0,43,302,6,0.91,71.76,82.87,0.0,0.0,331.46,0.0,331.46,,NRB01
41470602,05-09-2025,Nairobi,Industrial Area,supermarket  ,30-DAY CREDIT,COFF-250G,Ground Coffee 250g,SUP-005,Kiambu Fresh Foods,157,5,152,0,68,233,7,0.92,363.33,401.03,0.08,4.76,2005.15,160.41,2160.8,,MKS-01
f29d4da1,31-Jul-2025,Machakos,Westlands,Wholesaler  ,M-PESA,LENT-1KG,Red Lentils 1kg,SUP-002,Juja Foods Distributors,170,13,157,0,73,249,4,0.864,358.81,422.34,0.08,17.94,5490.48,439.24,5911.78,,KJD-01
4a884677,03-12-2025,Kiambu,Donholm,school/cbo  ,m-pesa,JUICE-1L,Mango Juice 1L,SUP-004,Rift Valley Wholesale,138,10,128,0,37,108,3,0.893,168.64,190.17,0.16,0.0,1901.7,304.27,2205.97,,KBU-01
62294e77,29-Jul-2025,Kiambu,Donholm,KIOSK ,CASH,EGGS-30,Eggs Tray 30s,SUP-003,,170,-8,178,0,55,206,3,0.943,511.55,584.54,0.0,0.0,-4676.31,0.0,-4676.31,,MKS-01
50e61dc3,2025-06-23,Nairobi,Ruiru,Wholesaler ,bank transfer,MILK-500ML,Fresh Milk 500ml,SUP-002,Juja Foods Distributors,223,8,215,0,54,179,7,0.7,60.34,67.81,0.0,0.0,542.45,0.0,542.45,,NRB-01
4f4164c8,2025-02-07,Nairobi,Kasarani,Supermarket  ,CASH,SUGAR-2KG,Brown Sugar 2kg,SUP-004,,123,11,112,0,52,239,2,0.916,350.01,393.45,0.08,14.82,4327.91,346.23,4659.32,,NRB-02
4f4164c8,05-21-2025,Machakos,Athi River,WHOLESALER ,30-day credit,SALT-1KG,Iodized Salt 1kg,SUP-003,Coastal Agro Traders,274,10,264,0,71,144,4,0.969,44.64,54.85,0.08,6.05,548.51,43.88,586.34,,NRB01
8b479832,04-15-2025,Na1rob1,Thika Rd,supermarket  ,15-day credit,JUICE-1L,Mango Juice 1L,SUP-002,Juja Foods Distributors,160,4,156,0,37,355,1,0.936,178.52,222.63,0.0,7.37,890.51,0.0,883.14,,NRB-01
0c5e4cdc,06-06-2025,Kiambu,Athi River,hotel/restaurant  ,30-DAY CREDIT,WATER-1L,Drinking Water 1L,SUP-001,Unga Suppliers Ltd,158,7,151,0,40,107,4,0.778,47.67,52.66,0.0,3.12,368.62,0.0,365.5,,NRB-02
ebf87fda,23-Feb-2025,Kiambu,Ruiru,School/CBO ,M-PESA,SALT-1KG,Iodized Salt 1kg,SUP-005,Kiambu Fresh Foods,233,6,227,0,77,241,3,0.843,46.11,53.6,0.16,11.15,321.59,51.45,361.9,,KBU-01
d4e23edc,13-Apr-2025,Machakos,Donholm,SUPERMARKET,BANK TRANSFER,COIL-1L,Sunflower Oil 1L,SUP-004,Rift Valley Wholesale,143,14,129,0,35,399,4,0.779,316.76,373.16,0.16,9.54,5224.18,835.87,6050.5,,MKS-01
42db7836,20/07/2025,Kajiado,Donholm,Supermarket,Cash,EGGS-30,Eggs Tray 30s,SUP-005,Kiambu Fresh Foods,223,9,214,0,43,175,3,0.872,504.73,557.9,0.08,0.0,5021.1,401.69,5422.79,,MKS-01
cea7750f,15-Feb-2025,Nairobi,Lang'ata,WHOLESALER,15-DAY CREDIT,MILK-500ML,Fresh Milk 500ml,SUP-003,Coastal Agro Traders,242,8,234,0,51,224,7,0.889,67.43,-74.17,0.08,13.19,593.39,47.47,627.67,,nrb-03
d5049b8c,2025-03-09,Kajiado,Ruiru,HOTEL/RESTAURANT,bank transfer,SODA-500ML,Soda 500ml,SUP-002,Juja Foods Distributors,264,11,253,0,44,344,7,0.799,54.51,66.35,0.16,7.71,729.82,116.77,838.88,,MKS-01
78a602a8,01-Aug-2025,Kiambu,Eastleigh,HOTEL/RESTAURANT,Bank Transfer,JUICE-1L,Mango Juice 1L,SUP-001,Unga Suppliers Ltd,98,13,85,0,50,370,8,0.838,176.78,196.99,0.0,13.57,2560.91,0.0,2547.34,,nrb-03
c790d5f4,27/07/2025,Machakos,Eastleigh,School/CBO  ,cash,JUICE-1L,Mango Juice 1L,SUP-001,Unga Suppliers Ltd,123,9,114,0,75,294,4,0.983,179.65,206.09,0.0,0.0,1854.82,0.0,1854.82,,KBU-01
d7e82318,28-Jun-2025,Nairobi,Kasarani,Kiosk,Bank Transfer,MILK-500ML,Fresh Milk 500ml,SUP-002,Juja Foods Distributors,123,12,111,0,30,108,2,0.781,63.99,79.1,0.0,14.18,949.17,0.0,934.99,,NRB-02
57f5c1d7,02-09-2025,Kajiado,Eastleigh,WHOLESALER  ,bank transfer,SODA-500ML,Soda 500ml,SUP-005,Kiambu Fresh Foods,272,13,259,0,63,195,5,0.948,52.65,65.42,0.08,14.3,850.48,68.04,904.22,,KJD-01
47b10433,02/03/2025,Nairobi,Industrial Area,WHOLESALER ,cash,JUICE-1L,Mango Juice 1L,SUP-003,,174,14,160,0,66,298,1,1.0,181.54,213.21,0.16,5.98,2984.97,477.59,3456.58,,NRB-01
1ede05f0,19/02/2025,Nairobi,Kasarani,school/cbo  ,BANK TRANSFER,BIS-200G,Biscuits 200g,SUP-003,Coastal Agro Traders,172,8,164,0,37,109,4,0.894,127.3,148.32,0.16,0.0,1186.53,189.85,1376.38,,NRB-02
1925c4c3,2025-06-24,Kiambu,Westlands,Supermarket,BANK TRANSFER,COIL-1L,Sunflower Oil 1L,SUP-002,Juja Foods Distributors,201,5,196,0,66,186,5,0.818,301.76,364.07,0.0,12.65,1820.33,0.0,1807.68,,NRB01
02efbfd8,11-Feb-2025,Kiambu,Lang'ata,wholesaler  ,m-pesa,SPICE-50G,Mixed Spices 50g,SUP-002,Juja Foods Distributors,164,8,156,0,49,326,4,0.754,67.68,74.51,0.08,9.92,596.09,47.69,633.86,,NRB01
59fdfe73,07-04-2025,Kiambu,CBD,Kiosk  ,cash,RF-5KG,Rice 5kg,SUP-002,Juja Foods Distributors,166,9,157,0,48,132,7,0.974,923.63,1075.1,0.08,3.47,9675.9,774.07,10446.5,,NRB01
c9edc0b5,07-15-2025,Nairobi,Lang'ata,SCHOOL/CBO  ,Bank Transfer,BIS-200G,Biscuits 200g,SUP-002,Juja Foods Distributors,197,9,188,0,72,107,5,0.782,119.12,137.93,0.16,0.0,1241.34,198.61,1439.95,,NRB01
e28e49b2,03-03-2025,Nairobi,Thika Rd,supermarket ,Cash,CHICK-1KG,Frozen Chicken 1kg,SUP-002,Juja Foods Distributors,164,6,158,0,73,383,3,0.821,601.45,670.71,0.0,0.0,4024.28,0.0,4024.28,,KBU-01
c0f18b48,06-06-2025,Machakos,Athi River,Supermarket,bank transfer,JUICE-1L,Mango Juice 1L,SUP-001,Unga Suppliers Ltd,253,7,246,0,51,111,5,1.0,166.36,189.51,0.16,0.0,1326.55,212.25,1538.79,,KJD-01
8766bbf7,05/03/2025,Kajiado,Athi River,SCHOOL/CBO  ,30-day credit,SPICE-50G,Mixed Spices 50g,SUP-005,Kiambu Fresh Foods,219,-9,228,0,61,285,5,0.85,65.71,74.1,0.16,3.31,-666.94,0.0,-670.25,,KJD-01
89a15707,30/05/2025,Kajiado,Kasarani,wholesaler ,bank transfer,CHICK-1KG,Frozen Chicken 1kg,SUP-004,Rift Valley Wholesale,295,6,289,0,43,232,5,0.815,623.51,699.6,0.08,8.03,4197.63,335.81,4525.41,,nrb-03
89a15707,22/05/2025,Kaj1ado,Westlands,SUPERMARKET  ,CASH,EGGS-30,Eggs Tray 30s,SUP-001,Unga Suppliers Ltd,204,5,199,0,68,123,7,0.807,541.58,621.26,0.16,7.67,3106.28,497.0,3595.61,,NRB-02
f3785b1e,26/05/2025,Nairobi,Athi River,Hotel/Restaurant  ,bank transfer,BIS-200G,Biscuits 200g,SUP-005,Kiambu Fresh Foods,133,5,128,0,59,344,2,0.907,125.38,150.45,0.16,0.0,752.25,120.36,872.61,,MKS-01
f3785b1e,17-Apr-2025,Machakos,Ruiru,SUPERMARKET  ,Cash,LENT-1KG,Red Lentils 1kg,SUP-005,Kiambu Fresh Foods,164,3,161,0,61,248,5,0.85,341.88,402.32,0.16,5.14,1206.97,193.12,1394.95,,nrb-03
b73deafc,2025-05-03,Nairobi,Westlands,Hotel/Restaurant  ,CASH,SOAP-1PC,Laundry Soap 1pc,SUP-003,Coastal Agro Traders,217,6,211,0,75,113,5,0.869,81.56,-95.91,0.08,4.12,575.43,46.03,617.35,check stock variance,NRB-02
2034c82f,05-06-2025,Machakos,Lang'ata,wholesaler,30-day Credit,TEA-250G,Black Tea 250g,SUP-002,Juja Foods Distributors,229,5,224,0,76,194,5,0.87,234.95,262.41,0.16,7.21,1312.04,209.93,1514.75,,NRB-01
3fe1ef98,26-Apr-2025,Kajiado,Donholm,Supermarket ,bank transfer,BEANS-2KG,Rosecoco Beans 2kg,SUP-003,Coastal Agro Traders,199,8,191,0,38,290,5,0.955,404.71,495.68,0.0,15.27,3965.4,0.0,3950.13,,MKS-01
74bf168e,2025-02-06,Nairobi,Industrial Area,WHOLESALER ,bank transfer,JUICE-1L,Mango Juice 1L,SUP-005,Kiambu Fresh Foods,93,5,88,0,41,140,4,0.821,180.91,222.66,0.16,17.77,1113.28,178.13,1273.64,,nrb-03
21f2f0b0,10/04/2025,Kiambu,Eastleigh,school/cbo  ,Bank Transfer,BIS-200G,Biscuits 200g,SUP-002,Juja Foods Distributors,218,10,208,0,43,233,2,0.871,122.21,149.61,0.08,0.0,1496.13,119.69,1615.82,,nrb-03
73037c30,2025-04-12,Kajiado,Westlands,Supermarket ,bank transfer,MILK-500ML,Fresh Milk 500ml,SUP-002,Juja Foods Distributors,259,8,251,0,64,121,3,0.956,63.06,N/A,0.08,0.0,589.91,47.19,637.1,,KBU-01
8e067077,10-Apr-2025,Machakos,Industrial Area,Wholesaler,M-Pesa,RF-5KG,Rice 5kg,SUP-005,Kiambu Fresh Foods,267,6,261,0,79,351,2,0.936,909.33,1046.53,0.08,0.0,6279.21,502.34,6781.55,,KJD-01
920ef5bd,2025-04-27,Kajiado,Kasarani,Kiosk ,cash,COIL-1L,Sunflower Oil 1L,SUP-004,Rift Valley Wholesale,131,9,122,0,73,199,7,0.974,298.48,347.56,0.16,3.16,3128.04,500.49,3625.36,,KJD-01
2391762e,2025-03-08,Nairobi,Industrial Area,SCHOOL/CBO,30-day Credit,TEA-250G,Black Tea 250g,SUP-002,Juja Foods Distributors,260,15,245,0,79,178,1,0.958,235.9,287.47,0.0,16.3,4312.11,0.0,4295.81,,nrb-03
3d039eac,03-23-2025,Nairobi,CBD,SCHOOL/CBO,bank transfer,DETER-1KG,Detergent 1kg,SUP-002,Juja Foods Distributors,134,8,126,0,35,209,7,0.82,324.93,369.77,0.08,0.0,2958.19,236.66,3194.84,,KJD-01
3c81bbc5,13-Feb-2025,Nairobi,Athi River,KIOSK,Cash,CHICK-1KG,Frozen Chicken 1kg,SUP-003,Coastal Agro Traders,189,9,180,0,45,345,7,0.933,661.53,763.79,0.0,0.0,6874.09,0.0,6874.09,,nrb-03
c60f021a,29-Jul-2025,Kiambu,Athi River,supermarket ,Bank Transfer,BEANS-2KG,Rosecoco Beans 2kg,SUP-002,Juja Foods Distributors,241,11,230,0,44,180,6,0.888,393.9,482.91,0.16,12.2,5311.97,849.92,6149.69,,nrb-03
97dea510,2025-02-16,Kiambu,Lang'ata,KIOSK ,cash,COFF-250G,Ground Coffee 250g,SUP-001,,171,10,161,0,53,389,8,0.948,357.61,440.93,0.0,19.33,4409.34,0.0,4390.01,,KBU-01
0b0ab55e,03-31-2025,Nairobi,Kasarani,HOTEL/RESTAURANT,M-PESA,CHICK-1KG,Frozen Chicken 1kg,SUP-003,Coastal Agro Traders,244,12,232,0,76,215,4,0.883,599.25,713.24,0.0,15.2,8558.85,0.0,8543.65,,KJD-01
8a9fc181,24/03/2025,Machakos,Lang'ata,wholesaler ,Bank Transfer,SPICE-50G,Mixed Spices 50g,SUP-002,Juja Foods Distributors,255,9,246,0,77,161,6,1.0,69.92,79.7,0.08,18.62,717.3,57.38,756.07,,NRB01
39e56e0b,21/04/2025,Machakos,Westlands,Wholesaler ,BANK TRANSFER,BEANS-2KG,Rosecoco Beans 2kg,SUP-005,Kiambu Fresh Foods,130,15,115,0,77,384,6,0.888,423.51,507.85,0.08,0.0,7617.74,609.42,8227.16,,NRB01
dc7e7b25,01/02/2025,Nairobi,Industrial Area,Wholesaler  ,30-DAY CREDIT,CHICK-1KG,Frozen Chicken 1kg,SUP-001,Unga Suppliers Ltd,298,11,287,0,63,300,7,0.821,639.6,719.78,0.0,0.0,7917.6,0.0,7917.6,,KBU-01
94b2b437,22-May-2025,Kajiado,Athi River,KIOSK ,BANK TRANSFER,SODA-500ML,Soda 500ml,SUP-001,Unga Suppliers Ltd,160,7,153,0,66,317,6,0.91,51.27,58.5,0.08,5.03,409.52,32.76,437.25,,KJD-01
0e47554e,05-22-2025,Nairobi,Eastleigh,supermarket  ,BANK TRANSFER,BIS-200G,Biscuits 200g,SUP-002,Juja Foods Distributors,243,8,235,0,65,211,8,0.722,128.72,157.31,0.16,11.26,1258.46,201.35,1448.55,,NRB-01
d550ae94,04/05/2025,Machakos,Industrial Area,SUPERMARKET,15-DAY CREDIT,COFF-250G,Ground Coffee 250g,SUP-003,Coastal Agro Traders,219,8,211,0,35,267,6,0.985,369.63,436.36,0.16,0.0,3490.86,558.54,4049.4,,nrb-03
dc8800d3,29/01/2025,Machakos,Industrial Area,WHOLESALER ,Cash,COIL-1L,Sunflower Oil 1L,SUP-003,Coastal Agro Traders,318,12,306,0,42,134,4,0.82,332.01,383.49,0.0,14.36,4601.9,0.0,4587.54,,NRB-02
da62839e,05-21-2025,Machakos,Ruiru,Wholesaler ,cash,MILK-500ML,Fresh Milk 500ml,SUP-002,Juja Foods Distributors,202,7,195,0,55,311,3,0.84,62.96,76.54,0.08,7.53,535.78,42.86,571.11,,MKS-01
fa4479e9,04-02-2025,Kiambu,Industrial Area,Wholesaler,15-day credit,SUGAR-2KG,Brown Sugar 2kg,SUP-005,Kiambu Fresh Foods,325,-7,332,0,43,155,5,0.812,338.19,387.73,0.0,0.0,-2714.09,0.0,-2714.09,,NRB-01
8cf4a170,08/03/2025,Kiambu,,kiosk ,Bank Transfer,SPICE-50G,Mixed Spices 50g,SUP-004,Rift Valley Wholesale,141,10,131,0,62,376,8,0.856,66.88,78.71,0.16,9.38,787.06,125.93,903.6,,nrb-03
0b0de769,20/02/2025,Nairobi,Eastleigh,Hotel/Restaurant  ,BANK TRANSFER,MF-2KG,Maize Flour 2kg,SUP-002,Juja Foods Distributors,122,10,112,0,61,100,3,0.96,217.79,244.95,0.08,7.47,2449.48,195.96,2637.97,,KJD-01
f7bc0f5f,2025-07-02,Nairobi,Westlands,supermarket  ,BANK TRANSFER,MF-2KG,Maize Flour 2kg,SUP-003,Coastal Agro Traders,76,12,64,0,72,384,4,0.833,223.59,257.38,0.0,8.16,3088.56,0.0,3080.4,,NRB-02
e77427b6,28-Mar-2025,Kajiado,CBD,SUPERMARKET  ,15-day Credit,BREAD-800G,Brown Bread 800g,SUP-003,Coastal Agro Traders,231,14,217,0,37,349,5,0.915,87.81,108.13,0.0,0.0,1513.84,0.0,1513.84,,NRB-01
eee7507f,02-28-2025,K1ambu,Lang'ata,HOTEL/RESTAURANT,30-day Credit,BREAD-800G,Brown Bread 800g,SUP-001,,318,7,311,0,76,203,6,0.826,89.18,106.56,0.16,14.42,745.95,119.35,850.88,,NRB-02
d08aa142,06-04-2025,Nairobi,Athi River,hotel/restaurant ,M-PESA,RF-5KG,Rice 5kg,SUP-002,,169,3,166,0,37,166,5,0.814,970.05,1171.1,0.0,9.75,3513.31,0.0,3503.56,,NRB-02
a3e6a536,11-Mar-2025,Nairobi,Thika Rd,wholesaler,15-day Credit,COIL-1L,Sunflower Oil 1L,SUP-003,Coastal Agro Traders,275,6,269,0,71,358,6,0.776,317.98,373.07,0.08,0.0,2238.43,179.07,2417.5,,NRB-01
6d5b77c1,06-Mar-2025,Machakos,Ruiru,KIOSK ,15-day Credit,BEANS-2KG,Rosecoco Beans 2kg,SUP-002,Juja Foods Distributors,185,4,181,0,71,234,5,0.846,426.49,474.7,0.16,0.0,1898.8,303.81,2202.61,,NRB01
ee2c6709,24/02/2025,Machakos,Thika Rd,supermarket  ,bank transfer,DETER-1KG,Detergent 1kg,SUP-001,Unga Suppliers Ltd,196,4,192,0,50,158,6,1.0,356.5,412.22,0.08,4.57,1648.87,131.91,1776.21,,nrb-03
66d71583,02/05/2025,Kajiado,Westlands,KIOSK ,m-pesa,TEA-250G,Black Tea 250g,SUP-004,Rift Valley Wholesale,184,9,175,0,49,112,4,0.832,227.58,256.18,0.08,4.48,2305.6,184.45,2485.57,,KBU-01
f7664eb6,27-Feb-2025,Nairobi,CBD,supermarket  ,Bank Transfer,RF-5KG,Rice 5kg,SUP-005,Kiambu Fresh Foods,270,10,260,0,33,231,6,0.831,923.3,1077.7,0.16,9.55,10777.05,1724.33,12491.83,,NRB01
03146cf5,26-Apr-2025,Kiambu,Donholm,Wholesaler ,30-day credit,BREAD-800G,Brown Bread 800g,SUP-001,Unga Suppliers Ltd,273,12,261,0,52,337,5,0.902,84.42,96.55,0.16,13.48,1158.55,185.37,1330.43,,MKS-01
35291ad6,02-Jun-2025,Machakos,Donholm,Wholesaler,M-Pesa,RF-5KG,Rice 5kg,SUP-005,Kiambu Fresh Foods,63,12,51,0,30,201,3,0.909,894.77,996.13,0.0,0.0,11953.53,0.0,11953.53,,KBU-01
fbff4b59,04-26-2025,Nairobi,Donholm,KIOSK  ,M-Pesa,BEANS-2KG,Rosecoco Beans 2kg,SUP-003,Coastal Agro Traders,167,9,158,0,66,156,5,0.869,427.42,530.37,0.0,0.0,4773.32,0.0,4773.32,,MKS-01
fbff4b59,07-18-2025,Kiambu,Kasarani,Kiosk ,m-pesa,SPICE-50G,Mixed Spices 50g,SUP-005,,166,7,159,0,34,314,2,0.745,68.3,79.93,0.16,4.89,559.53,89.52,644.16,,NRB01
0003f102,30/03/2025,Na1rob1,Westlands,Wholesaler,15-DAY CREDIT,SOAP-1PC,Laundry Soap 1pc,SUP-002,Juja Foods Distributors,108,12,96,0,55,267,2,0.762,82.44,97.29,0.08,0.0,1167.47,93.4,1260.86,,KBU-01
d1920acf,05-02-2025,Kajiado,Donholm,wholesaler ,30-day Credit,SALT-1KG,Iodized Salt 1kg,SUP-001,Unga Suppliers Ltd,193,5,188,0,50,233,4,0.82,46.75,51.78,0.08,2.95,258.9,20.71,276.66,,MKS-01
6506beef,2025-02-25,Nairobi,Industrial Area,SCHOOL/CBO,M-PESA,BIS-200G,Biscuits 200g,SUP-003,Coastal Agro Traders,166,-9,175,0,33,394,2,0.854,119.96,138.13,0.08,16.54,-1243.14,0.0,-1259.68,,NRB01
06676a79,01-Jun-2025,Nairobi,Eastleigh,SCHOOL/CBO ,30-day Credit,LENT-1KG,Red Lentils 1kg,SUP-004,Rift Valley Wholesale,242,14,228,0,77,220,3,1.0,342.17,399.08,0.08,0.0,5587.14,446.97,6034.11,,nrb-03
08db8bd0,02-04-2025,Kajiado,Westlands,kiosk,M-PESA,COFF-250G,Ground Coffee 250g,SUP-004,Rift Valley Wholesale,124,15,109,0,64,128,5,0.808,390.21,434.7,0.08,15.11,6520.52,521.64,7027.06,,NRB-01
8fc9f351,2025-04-22,Kiambu,Donholm,Kiosk  ,30-DAY CREDIT,EGGS-30,Eggs Tray 30s,SUP-004,Rift Valley Wholesale,223,14,209,0,51,192,6,1.0,483.08,561.24,0.0,0.0,7857.42,0.0,7857.42,,nrb-03
