sale_id,date,store,product_id,product_name,qty,price
S100382,2024-11-06,Thika.Branch,SKU0098,Product 41,3,13.85
S100383,2024-06-12,Mombasa-Store,sku0065,Product 93,2,15.29
S100384,2024-01-30,Nakuru,SKU0037,Product 33,2,11.93
S100385,2024-08-08,Kisumu Store,SKU0035,Product 27,3,12.44
S100386,2025-07-03,Thika.Branch,SKU0094,Product 73,2,14.68
S100387,2024-01-09,Thika.Branch,SKU0083,Product 2,3,12.83
S100388,2025-08-09,Thika.Branch,SKU0087,Product 76,2,11.64
S100389,2025-08-11,Thika.Branch,SKU0018,Product 10,3,11.87
S100390,2024-07-07,Nakuru,SKU0051,Product 95,5,14.96
S100391,2024-07-12,Nakuru,SKU0044,Product 5,5,20.15
S100392,2024-05-08,Thika.Branch,SKU0024,Product 40,4,12.93
S100393,2024-12-06,Thika.Branch,sku0021,Product 78,1,14.13
S100394,2025-01-20,Nairobi_CBD,SKU0059,Product 99,2,15.26
S100395,2024-10-22,Thika.Branch,SKU0079,Product 61,3,13.88
S100396,2024-04-05,Mombasa-Store,SKU0085,Product 63,1,16.03
S100397,2024-12-26,Thika.Branch,sku0093,Product 3,3,13.72
S100398,2024-12-28,Nakuru,SKU0091,Product 95,3,13.8
S100399,2024-12-01,Kisumu Store,SKU0065,Product 92,1,12.37
S100400,2025-05-19,Nairobi_CBD,SKU0052,Product 97,4,13.58
S100401,2024-02-29,Kisumu Store,SKU0061,Product 17,2,12.11
S100402,2025-06-10,Thika.Branch,SKU0026,Product 24,5,14.1
S100403,2024-05-07,Thika.Branch,SKU0034,Product 19,5,16.29
S100404,2024-12-21,Kisumu Store,SKU0091,Product 46,2,14.41
S100405,2024-10-20,Nakuru,SKU0023,Product 9,4,13.51
S100406,2025-03-27,Thika.Branch,SKU0001,Product 17,2,14.91
S100407,2025-01-30,Mombasa-Store,SKU0064,Product 61,2,14.06
S100408,2025-07-09,Mombasa-Store,SKU0007,Product 54,3,16.39
S100409,2025-01-06,Thika.Branch,SKU0026,Product 21,4,12.89
S100410,2024-04-19,Nairobi_CBD,SKU0079,Product 17,3,13.92
S100411,2024-09-07,Nakuru,SKU0001,Product 24,1,19.52
S100412,2025-08-09,Nairobi_CBD,SKU0002,PRODUCT 63  ,5,12.7
S100413,2025-06-11,Mombasa-Store,SKU0022,Product 82,4,18.73
S100414,2024-11-21,Nairobi_CBD,SKU0062,Product 67,5,19.38
S100415,2025-04-19,Nakuru,SKU0090,PRODUCT 8  ,4,16.73
S100416,2024-08-30,Kisumu Store,SKU0087,Product 76,1,18.39
S100417,2024-07-06,Nairobi_CBD,SKU0052,PRODUCT 49  ,4,13.36
S100418,2024-07-18,Nairobi_CBD,SKU0074,Product 24,3,13.68
S100419,2024-01-26,Nairobi_CBD,SKU0008,Product 49,2,14.52
S100420,2025-07-04,Thika.Branch,SKU0098,Product 17,2,13.86
S100421,2024-02-11,Thika.Branch,sku0025,Product 92,3,16.01
S100422,2025-01-03,Nairobi_CBD,SKU0039,Product 92,2,20.35
S100423,2024-09-23,Thika.Branch,sku0001,Product 61,6,10.6
S100424,2024-09-25,Nakuru,sku0041,Product 30,7,13.6
S100425,2024-03-15,Nakuru,SKU0090,Product 28,4,10.88
S100426,2025-05-12,Mombasa-Store,SKU0061,Product 50,4,17.17
S100427,2025-04-11,Nakuru,SKU0076,Product 84,4,11.75
S100428,2025-02-17,Mombasa-Store,SKU0039,Product 96,1,14.89
S100429,2025-05-21,Nairobi_CBD,SKU0034,Product 87,5,12.01
S100430,2024-06-17,Nakuru,SKU0078,Product 60,4,12.0
S100431,2025-05-10,Thika.Branch,SKU0017,PRODUCT 77  ,2,11.66
S100432,2025-05-30,Kisumu Store,SKU0079,Product 65,3,11.9
S100433,2025-05-27,Mombasa-Store,sku0091,Product 54,3,15.82
S100434,2025-06-03,Nakuru,SKU0084,Product 80,1,14.85
S100435,2024-10-09,Nairobi_CBD,SKU0074,Product 72,4,11.31
S100436,2024-01-31,Kisumu Store,SKU0014,Product 72,2,15.81
S100437,2024-10-30,Kisumu Store,SKU0070,Product 85,2,10.84
S100438,2024-03-06,Thika.Branch,sku0078,Product 47,3,15.12
S100439,2025-03-30,Thika.Branch,SKU0048,PRODUCT 14  ,4,15.04
S100440,2025-08-20,Nairobi_CBD,SKU0044,Product 62,4,18.71
S100441,2024-02-02,Thika.Branch,SKU0034,Product 79,4,17.9
S100442,2024-09-02,Mombasa-Store,SKU0008,Product 20,2,19.73
S100443,2025-06-24,Nakuru,SKU0023,Product 44,1,16.26
S100444,2024-06-20,Nakuru,SKU0009,Product 42,2,20.46
S100445,2024-09-15,Nakuru,SKU0040,Product 81,1,15.16
S100446,2024-12-29,Nairobi_CBD,SKU0019,Product 93,2,11.82
S100447,2025-01-12,Thika.Branch,SKU0024,Product 64,1,11.63
S100448,2024-01-22,Mombasa-Store,SKU0085,Product 87,2,10.13
S100449,2025-05-17,Kisumu Store,SKU0079,Product 45,3,20.67
S100450,2025-03-08,Mombasa-Store,SKU0050,Product 62,4,17.72
S100451,2025-02-19,Thika.Branch,SKU0018,Product 35,2,13.53
S100452,2024-05-02,Thika.Branch,SKU0091,Product 7,5,19.16
S100453,2024-12-13,Mombasa-Store,sku0034,Product 17,2,18.21
S100454,2024-05-01,Thika.Branch,SKU0064,Product 64,3,12.72
S100455,2025-08-19,Nairobi_CBD,SKU0003,Product 77,2,12.88
S100456,2024-07-13,Mombasa-Store,SKU0049,Product 73,1,15.28
S100457,2024-01-15,Nakuru,SKU0076,Product 75,4,24.75
S100458,2025-01-03,Thika.Branch,SKU0072,Product 52,6,16.28
S100459,2024-01-12,Nairobi_CBD,SKU0004,Product 73,1,
S100460,2025-03-02,Nairobi_CBD,SKU0053,Product 60,5,11.79
S100461,2024-07-08,Nakuru,SKU0049,Product 82,1,
S100462,2024-04-20,Nakuru,SKU0051,Product 31,3,16.07
S100463,2024-09-05,Kisumu Store,SKU0100,Product 100,4,19.35
S100464,2025-03-07,Nairobi_CBD,SKU0054,Product 56,1,10.55
S100465,2025-03-04,Thika.Branch,SKU0064,PRODUCT 4  ,1,13.04
S100466,2024-03-06,Kisumu Store,SKU0019,Product 82,2,12.48
S100467,2024-06-23,Mombasa-Store,sku0066,Product 13,2,13.68
S100468,2024-05-26,Nairobi_CBD,SKU0067,Product 37,2,15.49
S100469,2024-08-20,Nairobi_CBD,SKU0050,Product 39,5,18.56
S100470,2024-10-15,Nairobi_CBD,SKU0081,Product 1,4,13.65
S100471,2025-02-13,Thika.Branch,SKU0085,Product 44,4,14.61
S100472,2025-06-23,Nakuru,SKU0035,Product 48,5,14.34
S100473,2024-08-23,Kisumu Store,SKU0013,Product 36,3,11.52
S100474,2024-03-04,Nairobi_CBD,SKU0057,Product 64,4,18.77
S100475,2025-04-07,Nairobi_CBD,SKU0018,Product 99,5,16.48
S100476,2025-04-10,Mombasa-Store,SKU0045,Product 33,2,22.48
S100477,2024-10-29,Mombasa-Store,sku0065,Product 43,1,18.47
S100478,2024-12-05,Thika.Branch,SKU0073,Product 50,1,17.02
S100479,2025-06-16,Mombasa-Store,SKU0061,PRODUCT 28  ,4,15.12
S100480,2025-02-04,Thika.Branch,sku0066,Product 91,4,13.16
S100481,2024-02-27,Thika.Branch,SKU0071,Product 84,2,19.84
S100482,2025-07-03,Nakuru,SKU0096,PRODUCT 32  ,1,20.2
S100483,2024-03-15,Nakuru,SKU0097,Product 59,1,10.16
S100484,2024-05-25,Nairobi_CBD,SKU0097,Product 30,3,14.46
S100485,2024-02-04,Nakuru,SKU0078,Product 67,3,11.31
S100486,2024-12-10,Nakuru,sku0043,Product 70,3,12.15
S100487,2024-06-30,Kisumu Store,SKU0036,Product 85,4,16.37
S100488,2025-03-14,Nakuru,SKU0081,Product 46,3,16.16
S100489,2024-01-21,Nakuru,SKU0059,Product 22,3,13.19
S100490,2025-08-22,Nakuru,SKU0011,Product 65,3,18.45
S100491,2024-07-09,Kisumu Store,SKU0034,Product 3,3,12.47
S100492,2024-03-09,Nakuru,SKU0092,Product 44,3,15.32
S100493,2025-06-08,Kisumu Store,SKU0015,Product 11,4,16.55
S100494,2024-01-08,Thika.Branch,SKU0017,Product 54,1,14.17
S100495,2024-04-26,Nakuru,SKU0080,Product 20,3,13.87
S100496,2025-07-02,Kisumu Store,SKU0099,Product 19,1,12.46
S100497,2025-07-25,Nakuru,SKU0096,Product 1,4,17.81
S100498,2024-06-27,Kisumu Store,SKU0067,Product 61,3,10.9
S100499,2025-03-09,Mombasa-Store,SKU0031,Product 46,2,13.98
S100500,2025-01-09,Nairobi_CBD,SKU0093,Product 23,2,20.13
S100501,2024-07-10,Thika.Branch,SKU0086,PRODUCT 86  ,3,15.24
S100502,2025-01-18,Kisumu Store,SKU0098,Product 16,3,14.11
S100503,2025-06-02,Nairobi_CBD,sku0086,Product 48,6,10.73
S100504,2024-08-19,Thika.Branch,SKU0094,Product 92,1,11.27
S100505,2025-08-14,Nakuru,SKU0095,Product 14,2,10.55
S100506,2024-08-02,Nakuru,SKU0058,Product 12,6,12.72
S100507,2024-05-31,Kisumu Store,SKU0083,Product 12,3,14.13
S100508,2024-03-15,Nakuru,SKU0083,Product 51,2,11.96
S100509,2024-01-21,Thika.Branch,SKU0073,Product 13,2,11.87
S100510,2024-11-22,Nakuru,SKU0065,PRODUCT 17  ,4,15.24
S100511,2024-07-09,Mombasa-Store,SKU0009,PRODUCT 94  ,1,14.02
S100512,2025-01-21,Nakuru,SKU0008,Product 76,1,18.33
S100513,2024-10-09,Nakuru,SKU0016,Product 88,2,17.43
S100514,2024-10-24,Nakuru,SKU0075,Product 43,3,14.52
S100515,2025-04-28,Thika.Branch,SKU0037,Product 91,2,12.4
S100516,2025-01-02,Thika.Branch,SKU0078,Product 73,3,14.33
S100517,2024-02-19,Nakuru,SKU0070,PRODUCT 75  ,5,21.99
S100518,2025-07-15,Thika.Branch,sku0089,Product 88,2,12.02
S100519,2025-07-12,Kisumu Store,SKU0083,Product 52,3,12.91
S100520,2024-09-12,Mombasa-Store,SKU0084,Product 95,2,10.3
S100521,2024-01-01,Nakuru,SKU0047,PRODUCT 89  ,1,12.74
S100522,2024-12-14,Nakuru,SKU0040,Product 32,1,12.94
S100523,2025-07-03,Nakuru,SKU0062,Product 58,4,19.37
S100524,2024-12-22,Kisumu Store,SKU0010,Product 4,1,13.54
S100525,2024-01-22,Mombasa-Store,SKU0054,Product 80,4,22.06
S100526,2025-03-17,Thika.Branch,SKU0087,Product 40,3,16.5
S100527,2024-05-11,Thika.Branch,SKU0077,Product 99,1,21.58
S100528,2025-03-23,Nairobi_CBD,SKU0058,Product 79,3,10.01
S100529,2025-05-02,Nakuru,sku0011,Product 25,2,10.61
S100530,2024-10-04,Nakuru,SKU0006,Product 56,3,15.48
S100531,2025-05-27,Nairobi_CBD,SKU0071,Product 48,6,25.42
S100532,2024-02-28,Nairobi_CBD,SKU0055,Product 35,1,21.89
S100533,2024-08-15,Thika.Branch,SKU0065,Product 26,3,10.89
S100534,2025-04-16,Nakuru,SKU0073,Product 56,2,13.81
S100535,2024-01-13,Nakuru,SKU0010,Product 29,1,16.07
S100536,2024-06-19,Mombasa-Store,sku0008,PRODUCT 19  ,1,18.81
S100537,2024-03-11,Kisumu Store,SKU0087,Product 97,5,13.66
S100538,2024-02-21,Nakuru,SKU0034,Product 44,4,12.13
S100539,2025-06-04,Kisumu Store,SKU0015,Product 71,3,11.09
S100540,2024-07-16,Nakuru,SKU0001,Product 81,1,17.11
S100541,2024-03-05,Mombasa-Store,SKU0008,Product 59,3,13.09
S100542,2025-07-27,Nakuru,SKU0039,Product 1,2,18.7
S100543,2025-06-26,Nairobi_CBD,SKU0065,Product 76,5,12.8
S100544,2025-03-15,Kisumu Store,SKU0067,Product 72,4,15.04
S100545,2025-07-21,Kisumu Store,SKU0040,Product 22,1,14.3
S100546,2025-06-11,Thika.Branch,SKU0011,PRODUCT 56  ,2,20.55
S100547,2024-03-05,Mombasa-Store,SKU0063,Product 67,3,10.84
S100548,2024-06-10,Kisumu Store,sku0001,Product 43,3,10.94
S100549,2024-11-22,Thika.Branch,sku0057,Product 13,3,23.45
S100550,2024-05-29,Kisumu Store,SKU0048,Product 67,3,17.27
S100551,2025-05-15,Kisumu Store,SKU0054,Product 4,3,11.5
S100552,2024-01-27,Thika.Branch,sku0020,Product 30,3,15.4
S100553,2025-07-20,Mombasa-Store,sku0088,Product 43,2,15.12
S100554,2025-08-21,Thika.Branch,SKU0052,Product 35,3,13.0
S100555,2025-08-01,Thika.Branch,sku0076,Product 11,4,13.35
S100556,2025-08-16,Nairobi_CBD,SKU0070,PRODUCT 72  ,2,13.39
S100557,2024-05-05,Mombasa-Store,sku0099,Product 84,7,14.81
S100558,2024-02-25,Mombasa-Store,SKU0056,Product 3,2,12.36
S100559,2024-07-05,Mombasa-Store,SKU0079,Product 73,5,12.07
S100560,2024-08-02,Nakuru,SKU0025,Product 52,3,12.14
S100561,2024-03-14,Thika.Branch,SKU0011,Product 51,2,15.01
S100562,2024-12-31,Kisumu Store,SKU0083,Product 22,3,11.07
S100563,2024-08-16,Mombasa-Store,SKU0025,Product 42,2,17.54
S100564,2024-09-29,Mombasa-Store,SKU0078,Product 5,3,12.69
S100565,2024-12-06,Nakuru,SKU0093,Product 57,3,15.34
S100566,2025-03-08,Kisumu Store,SKU0006,Product 78,5,17.49
S100567,2024-05-11,Mombasa-Store,SKU0044,Product 16,1,17.88
S100568,2024-09-03,Thika.Branch,SKU0068,Product 77,5,12.2
S100569,2024-04-01,Thika.Branch,sku0010,Product 1,4,20.35
S100570,2025-08-10,Mombasa-Store,SKU0087,Product 20,3,11.03
S100571,2025-07-20,Mombasa-Store,SKU0087,Product 67,3,15.12
S100572,2024-05-08,Nakuru,SKU0026,Product 94,5,
S100573,2024-09-22,Mombasa-Store,SKU0038,Product 67,1,10.78
S100574,2025-05-01,Mombasa-Store,SKU0087,Product 42,1,18.72
S100575,2024-08-20,Kisumu Store,SKU0079,Product 2,3,21.06
S100576,2024-04-30,Nairobi_CBD,SKU0025,Product 96,2,12.5
S100577,2025-03-11,Mombasa-Store,SKU0051,Product 84,2,23.62
S100578,2025-07-09,Nakuru,SKU0015,Product 21,3,13.57
S100579,2025-07-31,Thika.Branch,SKU0071,Product 79,5,15.68
S100580,2024-12-02,Nairobi_CBD,SKU0061,Product 98,1,17.41
S100581,2025-07-11,Kisumu Store,SKU0065,Product 2,3,16.9
S100582,2024-07-10,Nakuru,sku0017,Product 73,6,12.86
S100583,2024-06-28,Nairobi_CBD,SKU0074,Product 62,2,11.98
S100584,2024-06-03,Nakuru,SKU0018,Product 9,4,13.06
S100585,2025-03-18,Kisumu Store,SKU0057,Product 26,2,14.57
S100586,2025-01-21,Thika.Branch,SKU0081,Product 8,4,11.68
S100587,2025-02-08,Nakuru,SKU0032,Product 17,2,13.28
S100588,2024-12-29,Nakuru,SKU0060,Product 11,6,15.49
S100589,2025-06-29,Nakuru,SKU0011,Product 24,1,16.38
S100590,2025-05-30,Nakuru,SKU0097,Product 59,1,14.04
S100591,2024-03-25,Nairobi_CBD,SKU0030,Product 38,2,11.82
S100592,2024-01-02,Thika.Branch,SKU0001,Product 93,7,15.58
S100593,2025-06-05,Mombasa-Store,SKU0093,Product 41,3,18.04
S100594,2024-08-23,Nairobi_CBD,SKU0078,Product 54,4,15.83
S100595,2025-02-25,Thika.Branch,SKU0089,PRODUCT 96  ,5,
S100596,2024-10-20,Thika.Branch,SKU0003,Product 15,5,11.69
S100597,2024-09-04,Nakuru,SKU0019,Product 29,2,14.52
S100598,2024-01-18,Kisumu Store,SKU0046,Product 68,2,18.15
S100599,2024-12-17,Nairobi_CBD,SKU0012,Product 39,1,24.18
S100600,2025-06-27,Kisumu Store,SKU0080,PRODUCT 36  ,2,14.09
S100601,2024-12-08,Thika.Branch,SKU0061,Product 96,5,14.68
S100602,2024-07-31,Mombasa-Store,SKU0038,Product 26,1,12.4
S100603,2024-08-16,Thika.Branch,SKU0071,Product 54,2,13.4
S100604,2025-02-05,Nakuru,SKU0032,Product 48,1,22.85
S100605,2025-06-25,Mombasa-Store,sku0058,Product 89,2,17.62
S100606,2024-02-11,Nakuru,SKU0027,Product 15,2,18.99
S100607,2024-11-05,Nakuru,SKU0049,Product 4,4,15.01
S100608,2025-06-13,Nairobi_CBD,SKU0053,Product 59,2,14.75
S100609,2024-09-15,Nairobi_CBD,sku0075,Product 54,4,10.99
S100610,2024-09-14,Kisumu Store,SKU0019,Product 80,4,17.85
S100611,2024-10-08,Mombasa-Store,SKU0008,Product 70,1,20.16
S100612,2025-01-31,Mombasa-Store,SKU0026,Product 43,3,14.37
S100613,2024-06-26,Nakuru,SKU0042,Product 94,4,15.15
S100614,2025-07-30,Thika.Branch,SKU0093,Product 73,4,14.55
S100615,2024-08-24,Nakuru,SKU0093,Product 39,5,17.32
S100616,2024-07-07,Mombasa-Store,SKU0019,Product 87,3,13.45
S100617,2024-12-22,Thika.Branch,sku0089,Product 33,5,13.81
S100618,2024-10-10,Nakuru,SKU0062,Product 64,2,23.78
S100619,2024-08-13,Nakuru,sku0036,Product 36,2,11.21
S100620,2024-07-18,Thika.Branch,SKU0074,Product 6,6,17.17
S100621,2025-02-02,Nairobi_CBD,SKU0011,PRODUCT 51  ,3,16.16
S100622,2025-01-30,Kisumu Store,sku0093,PRODUCT 80  ,1,19.5
S100623,2024-10-07,Thika.Branch,sku0031,Product 95,3,13.89
S100624,2024-11-04,Kisumu Store,SKU0040,Product 41,2,18.24
S100625,2024-08-13,Mombasa-Store,SKU0081,Product 98,3,17.64
S100626,2025-08-10,Nakuru,SKU0035,Product 77,4,
S100627,2025-05-27,Nakuru,SKU0001,Product 50,2,14.25
S100628,2024-06-18,Mombasa-Store,sku0022,Product 22,2,13.04
S100629,2025-03-21,Nakuru,SKU0064,Product 68,2,12.69
S100630,2025-04-16,Nakuru,SKU0055,Product 54,4,11.22
S100631,2025-01-16,Thika.Branch,SKU0098,PRODUCT 49  ,1,10.51
S100632,2024-02-20,Thika.Branch,SKU0052,Product 76,1,12.77
S100633,2025-01-01,Mombasa-Store,SKU0074,PRODUCT 20  ,4,10.71
S100634,2025-01-03,Kisumu Store,SKU0023,Product 39,4,18.1
S100635,2025-05-17,Thika.Branch,SKU0015,Product 73,1,11.77
S100636,2024-09-02,Thika.Branch,SKU0039,Product 82,2,11.57
S100637,2025-06-11,Nairobi_CBD,sku0100,Product 97,2,12.1
S100638,2025-02-05,Mombasa-Store,SKU0020,Product 29,3,12.16
S100639,2025-04-12,Nakuru,SKU0089,PRODUCT 46  ,2,14.47
S100640,2025-06-29,Nairobi_CBD,SKU0069,Product 83,3,14.42
S100641,2024-02-11,Thika.Branch,SKU0052,Product 34,2,16.83
S100642,2025-03-19,Nairobi_CBD,SKU0089,Product 31,2,18.65
S100643,2024-03-18,Kisumu Store,sku0002,Product 9,3,11.65
S100644,2025-03-20,Thika.Branch,SKU0054,Product 29,2,10.99
S100645,2024-11-01,Mombasa-Store,SKU0053,Product 90,3,16.04
S100646,2024-08-08,Thika.Branch,SKU0076,Product 76,1,13.98
S100647,2024-03-11,Kisumu Store,sku0032,Product 35,4,12.32
S100648,2024-06-04,Mombasa-Store,SKU0099,Product 28,5,19.71
S100649,2024-02-26,Thika.Branch,SKU0003,PRODUCT 41  ,2,13.86
S100650,2024-11-18,Nakuru,SKU0051,Product 36,2,13.97
S100651,2025-03-11,Nakuru,SKU0091,Product 55,3,11.75
S100652,2025-01-02,Thika.Branch,SKU0037,Product 79,1,11.41
S100653,2024-11-17,Mombasa-Store,SKU0036,Product 23,5,16.45
S100654,2024-01-19,Nakuru,SKU0076,Product 85,7,21.64
S100655,2024-03-21,Nakuru,SKU0073,Product 88,4,11.75
S100656,2024-01-14,Nairobi_CBD,sku0051,Product 44,2,10.38
S100657,2024-07-28,Nairobi_CBD,SKU0031,Product 94,2,
S100658,2024-09-08,Mombasa-Store,SKU0011,Product 60,3,18.82
S100659,2025-02-22,Kisumu Store,SKU0076,Product 53,2,16.4
S100660,2024-02-16,Kisumu Store,SKU0036,Product 79,4,10.63
S100661,2024-04-12,Mombasa-Store,SKU0055,Product 61,2,17.72
S100662,2025-04-23,Mombasa-Store,SKU0037,Product 40,4,16.29
S100663,2024-02-07,Nairobi_CBD,SKU0034,Product 40,3,11.99
S100664,2025-08-16,Nairobi_CBD,SKU0065,Product 98,3,11.29
S100665,2024-01-04,Thika.Branch,SKU0081,Product 18,2,15.85
S100666,2025-02-07,Nakuru,SKU0035,Product 86,4,13.72
S100667,2025-04-07,Thika.Branch,SKU0036,Product 97,2,14.81
S100668,2024-06-26,Nakuru,SKU0052,Product 42,3,20.11
S100669,2025-01-14,Nakuru,SKU0053,Product 31,1,11.51
S100670,2024-09-08,Kisumu Store,SKU0046,Product 53,4,15.8
S100671,2025-05-12,Kisumu Store,SKU0096,Product 42,3,15.37
S100672,2025-05-29,Thika.Branch,SKU0068,Product 73,3,11.2
S100673,2024-03-14,Nairobi_CBD,SKU0057,Product 28,1,16.53
S100674,2025-06-02,Nairobi_CBD,SKU0012,Product 55,1,10.15
S100675,2025-08-22,Nairobi_CBD,SKU0081,Product 65,3,14.84
S100676,2024-10-03,Kisumu Store,sku0043,Product 29,2,19.25
S100677,2024-06-16,Nairobi_CBD,SKU0038,Product 92,5,14.59
S100678,2024-05-20,Nairobi_CBD,SKU0080,Product 3,3,14.78
S100679,2024-12-20,Thika.Branch,SKU0084,Product 62,3,11.71
S100680,2025-06-17,Mombasa-Store,SKU0097,Product 44,4,11.12
S100681,2025-03-17,Nakuru,SKU0070,Product 77,3,12.99
S100682,2025-06-08,Kisumu Store,SKU0048,Product 86,4,10.8
S100683,2024-12-01,Nakuru,SKU0098,Product 96,3,16.61
S100684,2024-04-26,Thika.Branch,SKU0082,Product 24,2,10.65
S100685,2025-08-09,Thika.Branch,SKU0093,Product 100,4,18.54
S100686,2025-04-08,Kisumu Store,SKU0093,Product 69,2,12.75
S100687,2025-07-10,Kisumu Store,SKU0073,Product 41,2,10.77
S100688,2024-08-01,Mombasa-Store,SKU0017,Product 85,3,15.25
S100689,2025-08-06,Nairobi_CBD,SKU0041,Product 67,3,13.41
S100690,2025-01-07,Mombasa-Store,SKU0075,Product 100,4,10.48
S100691,2025-08-13,Nakuru,SKU0093,Product 100,3,11.62
S100692,2024-08-12,Thika.Branch,SKU0077,Product 64,1,15.47
S100693,2024-12-23,Nakuru,SKU0072,Product 96,1,13.23
S100694,2025-01-09,Nakuru,SKU0087,PRODUCT 82  ,2,21.86
S100695,2024-07-07,Mombasa-Store,sku0005,Product 77,2,20.21
S100696,2025-07-18,Kisumu Store,SKU0001,Product 6,1,14.04
S100697,2025-03-28,Nakuru,SKU0079,Product 41,1,13.02
S100698,2024-06-27,Nakuru,SKU0030,Product 93,5,16.51
S100699,2025-06-06,Mombasa-Store,SKU0039,Product 9,4,15.73
S100700,2024-01-21,Nakuru,SKU0077,Product 28,1,16.4
S100701,2024-06-12,Mombasa-Store,SKU0089,Product 55,3,15.71
S100702,2024-02-20,Thika.Branch,SKU0012,Product 46,4,11.13
S100703,2024-05-05,Nakuru,SKU0005,Product 5,1,14.23
S100704,2024-07-07,Mombasa-Store,SKU0030,Product 11,3,16.29
S100705,2024-03-25,Mombasa-Store,SKU0082,Product 10,3,24.49
S100706,2025-01-23,Kisumu Store,SKU0046,Product 9,1,10.34
S100707,2024-08-23,Mombasa-Store,SKU0029,Product 71,4,12.15
S100708,2024-09-13,Nakuru,SKU0024,Product 83,1,16.94
S100709,2024-09-15,Thika.Branch,sku0023,PRODUCT 98  ,1,18.05
S100710,2024-12-23,Kisumu Store,SKU0062,Product 57,5,16.98
S100711,2025-04-30,Nairobi_CBD,SKU0027,Product 78,4,13.65
S100712,2024-09-05,Thika.Branch,SKU0057,Product 82,1,11.56
S100713,2024-03-24,Mombasa-Store,SKU0098,Product 11,5,17.89
S100714,2024-04-02,Nairobi_CBD,sku0007,Product 46,2,11.65
S100715,2025-02-15,Kisumu Store,SKU0035,PRODUCT 72  ,1,14.83
S100716,2024-08-03,Mombasa-Store,SKU0082,Product 70,1,19.4
S100717,2024-08-07,Thika.Branch,SKU0023,Product 89,3,12.71
S100718,2024-03-13,Thika.Branch,SKU0096,Product 15,5,17.48
S100719,2024-05-04,Nakuru,SKU0040,Product 96,4,15.47
S100720,2025-07-30,Thika.Branch,SKU0045,Product 24,6,12.31
S100721,2024-04-26,Thika.Branch,SKU0015,Product 65,1,14.28
S100722,2024-02-15,Mombasa-Store,SKU0089,Product 43,1,17.97
S100723,2025-03-24,Mombasa-Store,SKU0069,Product 50,3,11.93
S100724,2025-07-24,Mombasa-Store,sku0040,PRODUCT 12  ,1,13.37
S100725,2024-04-24,Mombasa-Store,SKU0089,Product 95,3,13.7
S100726,2024-02-18,Thika.Branch,SKU0004,Product 99,4,18.83
S100727,2025-08-13,Kisumu Store,SKU0025,Product 52,2,13.46
S100728,2024-01-28,Mombasa-Store,SKU0012,Product 89,2,13.24
S100729,2024-11-05,Thika.Branch,SKU0015,Product 5,3,18.5
S100730,2024-11-02,Nairobi_CBD,SKU0027,Product 99,3,16.9
S100731,2024-04-18,Mombasa-Store,SKU0016,PRODUCT 64  ,1,10.17
S100732,2025-06-17,Kisumu Store,SKU0009,Product 26,2,13.44
S100733,2025-07-12,Nairobi_CBD,SKU0045,Product 72,2,15.87
S100734,2024-08-30,Thika.Branch,SKU0029,Product 33,2,16.86
S100735,2024-06-24,Nakuru,SKU0069,Product 29,3,11.05
S100736,2024-07-29,Mombasa-Store,sku0068,Product 22,5,11.41
S100737,2024-01-12,Nairobi_CBD,SKU0039,Product 39,5,11.69
S100738,2024-04-09,Mombasa-Store,SKU0028,Product 70,5,12.35
S100739,2024-04-23,Mombasa-Store,SKU0067,Product 6,3,14.92
S100740,2024-03-22,Nakuru,SKU0014,Product 65,3,12.4
S100741,2024-08-18,Thika.Branch,SKU0024,Product 5,2,13.5
S100742,2025-03-04,Nairobi_CBD,SKU0087,Product 21,3,14.48
S100743,2024-04-21,Mombasa-Store,SKU0079,Product 75,3,11.1
S100744,2025-06-03,Kisumu Store,SKU0081,Product 21,3,11.61
S100745,2025-07-10,Mombasa-Store,SKU0061,PRODUCT 82  ,3,12.39
S100746,2025-04-18,Nakuru,SKU0021,Product 84,3,12.42
S100747,2025-01-20,Kisumu Store,SKU0082,Product 3,2,14.49
S100748,2024-06-20,Nairobi_CBD,SKU0036,Product 82,4,12.19
S100749,2024-02-16,Thika.Branch,SKU0028,Product 99,1,10.86
S100750,2024-06-10,Kisumu Store,SKU0075,Product 20,5,14.85
S100751,2025-03-29,Nakuru,SKU0074,Product 44,2,13.74
S100752,2024-07-16,Mombasa-Store,SKU0018,Product 33,3,16.82
S100753,2024-12-19,Nakuru,SKU0043,Product 5,5,13.81
S100754,2025-05-05,Kisumu Store,SKU0072,Product 26,2,11.73
S100755,2024-11-24,Kisumu Store,SKU0082,Product 15,3,12.95
S100756,2024-01-26,Kisumu Store,SKU0055,Product 48,3,13.65
S100757,2025-02-16,Kisumu Store,SKU0029,PRODUCT 38  ,3,11.2
S100758,2025-06-21,Nairobi_CBD,SKU0097,Product 1,3,
S100759,2024-04-15,Mombasa-Store,SKU0089,Product 30,2,14.86
S100760,2024-01-18,Thika.Branch,SKU0095,Product 47,4,13.93
S100761,2024-05-23,Mombasa-Store,SKU0081,Product 10,2,
S100762,2024-02-19,Nakuru,SKU0064,Product 45,4,13.53
S100763,2025-03-21,Mombasa-Store,SKU0035,Product 50,4,12.0
S100764,2024-04-08,Mombasa-Store,SKU0085,Product 63,3,10.23
S100765,2024-08-20,Mombasa-Store,SKU0034,Product 14,4,14.12
